0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	6.5821928e7	3.06755775e6	0.0	1.783673375e6	134293.53125	0.0	-1.36118675e6	0.0	207952.640625	-949866.1875	669465.0	1.36790925e6	508392.21875	117994.921875	104213.03125	-411693.28125	-114975.921875	-907566.75	1.588460625e6	-146100.71875	-419168.78125	-325696.65625	970801.0	-111533.8125	-155622.75	831397.5625	-212331.09375	-1.3120615e6	0.0
0.0	3.06755775e6	2.1750665e6	346556.5	58899.0234375	-191938.078125	-152740.875	5552.17578125	133196.421875	-7318.767578125	-197293.53125	-160052.984375	9869.45703125	106055.4609375	-175143.28125	106775.140625	24679.6875	70042.0	49227.90234375	-202195.875	110114.90625	104095.609375	113805.078125	-9563.6591796875	44382.67578125	22722.24609375	-79478.765625	-24991.373046875	-107129.015625	0.0
0.0	0.0	346556.5	1.711122125e6	55469.4453125	-68482.0390625	118577.90625	250464.234375	-135191.65625	189716.296875	-44287.046875	60664.5078125	22485.24609375	-138449.890625	21453.3359375	-226781.3125	106473.9453125	-87434.359375	-237564.046875	-257759.265625	-145729.625	-31388.51953125	-58642.7421875	-68190.015625	-11705.8955078125	74587.859375	7828.2802734375	-72191.2265625	63959.328125	0.0
0.0	1.783673375e6	58899.0234375	55469.4453125	3.56487375e6	-111752.203125	320586.71875	394832.5625	426741.5	-70097.0703125	-111942.8359375	-59725.421875	77134.1328125	2111.6533203125	-145304.375	-98626.9609375	-289293.5625	116976.890625	27821.4453125	173384.734375	-139250.4375	116842.046875	434373.40625	-132746.625	-52056.07421875	-208296.71875	77053.9921875	-64981.109375	35776.4921875	0.0
0.0	134293.53125	-191938.078125	-68482.0390625	-111752.203125	3.70972725e6	-97662.5546875	-459466.90625	-75910.7578125	-268211.875	169967.953125	-29756.4453125	183703.875	-134506.296875	-363400.0625	-95112.515625	189143.34375	-46112.29296875	96489.0390625	-115934.046875	-77776.8671875	8078.5166015625	18374.533203125	-33299.265625	-114657.890625	42447.06640625	-85826.203125	223803.671875	-294318.6875	0.0
0.0	0.0	-152740.875	118577.90625	320586.71875	-97662.5546875	1.322954375e6	29264.58984375	126265.5390625	72385.390625	-350179.03125	-237652.53125	-22614.8203125	-149785.015625	-50481.57421875	-81627.390625	-187143.359375	-59622.8828125	114680.9453125	79242.1328125	-109372.8203125	69187.234375	-33206.6015625	87206.8828125	-103600.703125	-30375.923828125	59210.953125	98144.2734375	27662.875	0.0
0.0	-1.36118675e6	5552.17578125	250464.234375	394832.5625	-459466.90625	29264.58984375	1.08964275e6	45482.6015625	-172776.046875	168922.578125	-68056.875	-19281.9296875	140865.515625	109376.0390625	110647.28125	59776.42578125	-36343.73046875	-110859.109375	-137752.78125	-77153.1875	68422.0390625	13598.9384765625	-76299.2265625	-99991.5546875	-98310.25	34922.359375	3988.595703125	77659.5078125	0.0
0.0	0.0	133196.421875	-135191.65625	426741.5	-75910.7578125	126265.5390625	45482.6015625	1.434687125e6	-3409.75537109375	242474.796875	65921.3828125	84862.453125	38958.86328125	-57636.72265625	71894.65625	226820.28125	-69286.15625	59958.65234375	59031.66015625	34907.19921875	27414.900390625	-9551.525390625	104524.234375	10675.6044921875	-56351.890625	-47692.109375	14537.109375	-128836.1796875	0.0
0.0	207952.640625	-7318.767578125	189716.296875	-70097.0703125	-268211.875	72385.390625	-172776.046875	-3409.75537109375	3.3260825e6	-80109.3984375	49021.46875	435894.84375	-69820.2890625	64851.53515625	-10170.3974609375	190145.09375	52817.765625	297246.1875	172061.65625	222023.71875	-49247.04296875	-77158.8359375	310847.25	-1837.151611328125	-41394.6328125	101744.3671875	-177767.375	-132256.71875	0.0
